Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,09-04-2019,Delhi,Cochin,08:00,19:15,11h 15m,1 stop,No info,6377.0
Jet Airways,12-06-2019,Kolkata,Banglore,20:00,13-06-2021 04:40,8h 40m,1 stop,In-flight meal not included,6959.0
Jet Airways,06-03-2019,Delhi,Cochin,02:15,07-03-2021 04:25,26h 10m,1 stop,No info,17024.0
Jet Airways,01-04-2019,Kolkata,Banglore,21:10,02-04-2021 04:40,7h 30m,1 stop,No info,13364.0
IndiGo,06-03-2019,Delhi,Cochin,04:55,16:10,11h 15m,1 stop,No info,6171.0
Multiple carriers,27-06-2019,Delhi,Cochin,09:15,19:15,10h,1 stop,No info,8099.0
Jet Airways,01-05-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0
Air India,27-03-2019,Delhi,Cochin,17:15,28-03-2021 07:40,14h 25m,2 stops,No info,8367.0
Jet Airways,15-05-2019,Kolkata,Banglore,17:00,23:35,6h 35m,1 stop,No info,14151.0
Multiple carriers,09-05-2019,Delhi,Cochin,10:20,19:15,8h 55m,1 stop,No info,8266.0
IndiGo,18-05-2019,Kolkata,Banglore,22:15,19-05-2021 00:50,2h 35m,non-stop,No info,4804.0
Air India,09-06-2019,Kolkata,Banglore,07:00,10-06-2021 05:25,22h 25m,2 stops,No info,12534.0
Multiple carriers,27-05-2019,Delhi,Cochin,06:00,19:15,13h 15m,1 stop,No info,10786.0
Jet Airways,06-06-2019,Kolkata,Banglore,17:00,07-06-2021 18:00,25h,1 stop,No info,12692.0
IndiGo,01-04-2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,4423.0
Multiple carriers,27-05-2019,Delhi,Cochin,06:00,19:00,13h,1 stop,No info,11264.0
Jet Airways,27-03-2019,Delhi,Cochin,18:15,28-03-2021 04:25,10h 10m,1 stop,In-flight meal not included,6540.0
IndiGo,27-03-2019,Delhi,Cochin,06:40,21:00,14h 20m,1 stop,No info,8784.0
Jet Airways,24-03-2019,Kolkata,Banglore,06:30,18:10,11h 40m,1 stop,No info,13759.0
Multiple carriers,24-06-2019,Delhi,Cochin,10:35,19:15,8h 40m,1 stop,No info,7155.0
SpiceJet,21-03-2019,Delhi,Cochin,16:35,22:50,6h 15m,1 stop,No info,4957.0
Jet Airways,24-03-2019,Kolkata,Banglore,16:55,25-03-2021 12:00,19h 5m,1 stop,No info,14231.0
Jet Airways,03-05-2019,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6144.0
Jet Airways,09-06-2019,Kolkata,Banglore,18:55,10-06-2021 04:40,9h 45m,1 stop,No info,14178.0
Jet Airways,27-03-2019,Delhi,Cochin,19:15,28-03-2021 04:25,9h 10m,1 stop,No info,12242.0
Air India,15-05-2019,Kolkata,Banglore,10:00,16-05-2021 05:25,19h 25m,2 stops,No info,14424.0
Jet Airways,27-05-2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,No info,8040.0
Air India,21-03-2019,Mumbai,Hyderabad,21:05,22:25,1h 20m,non-stop,No info,2050.0
Air India,24-06-2019,Banglore,Delhi,10:00,12:45,2h 45m,non-stop,No info,6961.0
IndiGo,06-04-2019,Banglore,Delhi,04:00,06:50,2h 50m,non-stop,No info,4423.0
Air India,21-03-2019,Chennai,Kolkata,11:40,13:55,2h 15m,non-stop,No info,3670.0
Vistara,01-03-2019,Banglore,New Delhi,19:40,22:20,2h 40m,non-stop,No info,21730.0
IndiGo,12-05-2019,Mumbai,Hyderabad,12:00,13:30,1h 30m,non-stop,No info,2754.0
Jet Airways,21-03-2019,Banglore,New Delhi,11:40,19-03-2021 07:40,20h,1 stop,In-flight meal not included,7832.0
GoAir,18-05-2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,4239.0
Jet Airways,21-03-2019,Delhi,Cochin,13:55,22-03-2021 18:50,28h 55m,2 stops,In-flight meal not included,8728.0
Vistara,24-06-2019,Banglore,Delhi,17:00,19:35,2h 35m,non-stop,No info,4878.0
IndiGo,15-03-2019,Mumbai,Hyderabad,21:20,22:45,1h 25m,non-stop,No info,2754.0
Jet Airways,09-06-2019,Kolkata,Banglore,18:55,10-06-2021 16:20,21h 25m,1 stop,No info,14571.0
IndiGo,24-05-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,7006.0
Multiple carriers,03-03-2019,Delhi,Cochin,17:30,04-03-2021 01:35,8h 5m,1 stop,No info,17057.0
IndiGo,27-03-2019,Mumbai,Hyderabad,21:20,22:45,1h 25m,non-stop,No info,2227.0
Jet Airways,15-06-2019,Delhi,Cochin,02:15,16-06-2021 04:25,26h 10m,1 stop,In-flight meal not included,10262.0
Jet Airways,24-06-2019,Delhi,Cochin,21:50,25-06-2021 19:00,21h 10m,1 stop,In-flight meal not included,10262.0
IndiGo,24-06-2019,Mumbai,Hyderabad,12:00,13:30,1h 30m,non-stop,No info,2754.0
Jet Airways,21-03-2019,Banglore,New Delhi,05:45,15:15,9h 30m,1 stop,In-flight meal not included,7832.0
Multiple carriers,15-06-2019,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,No info,10678.0
Multiple carriers,21-05-2019,Delhi,Cochin,09:45,18:10,8h 25m,1 stop,No info,9646.0
Air India,24-04-2019,Delhi,Cochin,18:05,21:10,3h 5m,non-stop,No info,5201.0
Multiple carriers,03-03-2019,Delhi,Cochin,07:05,21:00,13h 55m,1 stop,No info,17057.0
SpiceJet,01-05-2019,Kolkata,Banglore,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0
IndiGo,24-06-2019,Banglore,Delhi,10:10,13:00,2h 50m,non-stop,No info,3943.0
IndiGo,12-06-2019,Banglore,Delhi,08:30,11:20,2h 50m,non-stop,No info,4823.0
Jet Airways,15-05-2019,Kolkata,Banglore,18:55,16-05-2021 19:50,24h 55m,1 stop,In-flight meal not included,10844.0
SpiceJet,09-06-2019,Chennai,Kolkata,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0
Jet Airways,09-05-2019,Delhi,Cochin,15:00,10-05-2021 19:00,28h,1 stop,In-flight meal not included,12373.0
Multiple carriers,27-05-2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,13587.0
Jet Airways,27-05-2019,Delhi,Cochin,13:00,28-05-2021 04:25,15h 25m,1 stop,In-flight meal not included,12898.0
Air India,01-05-2019,Kolkata,Banglore,05:50,23:15,17h 25m,2 stops,No info,10991.0
Jet Airways,01-03-2019,Banglore,New Delhi,22:50,02-03-2021 05:05,6h 15m,1 stop,No info,26890.0
Jet Airways,21-05-2019,Delhi,Cochin,20:00,22-05-2021 04:25,8h 25m,2 stops,In-flight meal not included,15318.0
Jet Airways,21-06-2019,Banglore,Delhi,11:10,14:05,2h 55m,non-stop,No info,8016.0
Multiple carriers,01-06-2019,Delhi,Cochin,13:00,19:15,6h 15m,1 stop,No info,16108.0
Jet Airways,09-05-2019,Delhi,Cochin,19:30,10-05-2021 12:35,17h 5m,2 stops,No info,15129.0
SpiceJet,21-05-2019,Delhi,Cochin,17:55,22:50,4h 55m,1 stop,No info,5975.0
Jet Airways,27-04-2019,Banglore,Delhi,17:45,20:45,3h,non-stop,No info,7229.0
Jet Airways,09-06-2019,Delhi,Cochin,11:45,10-06-2021 12:35,24h 50m,2 stops,No info,13882.0
Vistara,01-03-2019,Banglore,New Delhi,21:10,02-03-2021 00:05,2h 55m,non-stop,No info,21730.0
Jet Airways,27-05-2019,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029.0
Air India,15-05-2019,Kolkata,Banglore,09:25,16-05-2021 17:20,31h 55m,2 stops,No info,13616.0
Multiple carriers,09-05-2019,Delhi,Cochin,09:00,19:00,10h,1 stop,No info,10197.0
SpiceJet,27-03-2019,Mumbai,Hyderabad,05:45,07:05,1h 20m,non-stop,No info,1759.0
IndiGo,03-03-2019,Banglore,New Delhi,14:25,19:25,5h,1 stop,No info,11873.0
Jet Airways,24-03-2019,Kolkata,Banglore,16:55,23:25,6h 30m,1 stop,In-flight meal not included,11134.0
Vistara,18-05-2019,Chennai,Kolkata,07:05,09:20,2h 15m,non-stop,No info,3687.0
Jet Airways,18-05-2019,Delhi,Cochin,19:10,19-05-2021 19:00,23h 50m,2 stops,No info,16704.0
IndiGo,27-05-2019,Delhi,Cochin,15:10,20:00,4h 50m,1 stop,No info,5912.0
Jet Airways,24-05-2019,Kolkata,Banglore,20:25,25-05-2021 14:25,18h,1 stop,No info,12121.0
Jet Airways,18-05-2019,Delhi,Cochin,05:30,19-05-2021 04:25,22h 55m,2 stops,In-flight meal not included,13029.0
Jet Airways,12-06-2019,Kolkata,Banglore,14:05,22:35,8h 30m,1 stop,No info,13626.0
Vistara,27-03-2019,Delhi,Cochin,06:00,09:10,3h 10m,non-stop,No info,4851.0
Jet Airways,21-03-2019,Delhi,Cochin,18:15,22-03-2021 04:25,10h 10m,1 stop,In-flight meal not included,5963.0
Air India,21-05-2019,Delhi,Cochin,13:05,22-05-2021 09:25,20h 20m,2 stops,No info,10467.0
IndiGo,03-06-2019,Delhi,Cochin,05:10,10:05,4h 55m,1 stop,No info,6842.0
Jet Airways,21-03-2019,Delhi,Cochin,22:00,22-03-2021 18:50,20h 50m,1 stop,In-flight meal not included,6017.0
IndiGo,12-04-2019,Banglore,Delhi,10:10,13:00,2h 50m,non-stop,No info,4591.0
IndiGo,18-06-2019,Mumbai,Hyderabad,20:05,21:40,1h 35m,non-stop,No info,2227.0
IndiGo,01-03-2019,Banglore,New Delhi,16:55,21:50,4h 55m,1 stop,No Info,8153.0
Air India,06-03-2019,Mumbai,Hyderabad,20:15,07-03-2021 09:15,13h,1 stop,No info,9535.0
Air India,01-05-2019,Mumbai,Hyderabad,13:55,15:25,1h 30m,non-stop,No info,3625.0
Multiple carriers,15-05-2019,Delhi,Cochin,06:00,19:15,13h 15m,1 stop,No info,8266.0
IndiGo,06-03-2019,Chennai,Kolkata,14:40,17:05,2h 25m,non-stop,No info,7295.0
Multiple carriers,03-06-2019,Delhi,Cochin,11:25,19:15,7h 50m,1 stop,No info,7354.0
SpiceJet,27-05-2019,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0
Multiple carriers,03-03-2019,Delhi,Cochin,07:10,16:10,9h,1 stop,In-flight meal not included,8552.0
Air India,18-05-2019,Kolkata,Banglore,12:00,21:50,9h 50m,2 stops,No info,10151.0
Jet Airways,21-06-2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,No info,9564.0
IndiGo,09-05-2019,Chennai,Kolkata,07:55,10:15,2h 20m,non-stop,No info,3850.0
Jet Airways,06-04-2019,Delhi,Cochin,02:15,19:00,16h 45m,1 stop,In-flight meal not included,5177.0
Multiple carriers,27-06-2019,Delhi,Cochin,18:00,28-06-2021 01:30,7h 30m,1 stop,No info,7198.0
Jet Airways,01-04-2019,Kolkata,Banglore,18:55,02-04-2021 04:40,9h 45m,1 stop,In-flight meal not included,7064.0
Jet Airways,09-03-2019,Delhi,Cochin,05:40,10-03-2021 04:25,22h 45m,2 stops,No info,14861.0
SpiceJet,27-04-2019,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,No info,4174.0
Vistara,09-04-2019,Banglore,Delhi,07:00,09:40,2h 40m,non-stop,No info,5403.0
IndiGo,01-05-2019,Delhi,Cochin,07:30,21:00,13h 30m,1 stop,No info,8542.0
Jet Airways,06-06-2019,Delhi,Cochin,09:25,07-06-2021 04:25,19h,2 stops,In-flight meal not included,11992.0
IndiGo,15-04-2019,Kolkata,Banglore,15:15,20:05,4h 50m,1 stop,No info,4775.0
Jet Airways,12-06-2019,Kolkata,Banglore,08:25,19:50,11h 25m,1 stop,No info,13626.0
Jet Airways,27-06-2019,Delhi,Cochin,13:25,28-06-2021 12:35,23h 10m,2 stops,In-flight meal not included,11150.0
Jet Airways,18-05-2019,Kolkata,Banglore,18:55,19-05-2021 08:15,13h 20m,1 stop,In-flight meal not included,7757.0
Air India,24-06-2019,Delhi,Cochin,06:50,25-06-2021 07:40,24h 50m,2 stops,No info,13381.0
Jet Airways,01-04-2019,Banglore,Delhi,07:10,10:10,3h,non-stop,No info,7229.0
Jet Airways,09-04-2019,Delhi,Cochin,23:05,10-04-2021 12:35,13h 30m,2 stops,No info,9483.0
Air India,15-05-2019,Delhi,Cochin,17:15,16-05-2021 19:15,26h,2 stops,No info,13039.0
Jet Airways,09-06-2019,Banglore,Delhi,07:10,10:10,3h,non-stop,In-flight meal not included,7229.0
Jet Airways,03-06-2019,Delhi,Cochin,15:00,04-06-2021 19:00,28h,1 stop,In-flight meal not included,10262.0
SpiceJet,24-06-2019,Kolkata,Banglore,22:20,25-06-2021 00:40,2h 20m,non-stop,No check-in baggage included,3841.0
Air India,09-03-2019,Banglore,New Delhi,21:10,23:55,2h 45m,non-stop,No info,7591.0
Jet Airways,18-05-2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202.0
Jet Airways,24-04-2019,Banglore,Delhi,07:10,10:10,3h,non-stop,In-flight meal not included,6144.0
Jet Airways,06-06-2019,Delhi,Cochin,21:50,07-06-2021 04:25,6h 35m,1 stop,No info,14714.0
IndiGo,09-06-2019,Banglore,Delhi,21:15,10-06-2021 00:15,3h,non-stop,No info,3943.0
IndiGo,01-05-2019,Kolkata,Banglore,07:10,12:40,5h 30m,1 stop,No info,6111.0
Jet Airways,24-05-2019,Kolkata,Banglore,18:55,25-05-2021 10:05,15h 10m,1 stop,In-flight meal not included,8586.0
Jet Airways,06-03-2019,Delhi,Cochin,21:50,07-03-2021 04:25,6h 35m,1 stop,In-flight meal not included,13843.0
IndiGo,12-06-2019,Chennai,Kolkata,05:15,07:40,2h 25m,non-stop,No info,3540.0
Jet Airways,21-05-2019,Delhi,Cochin,17:30,22-05-2021 04:25,10h 55m,1 stop,In-flight meal not included,12898.0
Multiple carriers,03-06-2019,Delhi,Cochin,06:40,19:15,12h 35m,1 stop,No info,7354.0
Air India,12-06-2019,Delhi,Cochin,16:55,13-06-2021 19:15,26h 20m,2 stops,No info,13381.0
Air India,27-06-2019,Delhi,Cochin,17:20,28-06-2021 09:25,16h 5m,1 stop,No info,7480.0
Air India,03-03-2019,Banglore,New Delhi,06:10,08:55,2h 45m,non-stop,No info,7591.0
Multiple carriers,15-05-2019,Delhi,Cochin,17:00,16-05-2021 01:30,8h 30m,1 stop,No info,8073.0
Jet Airways,12-06-2019,Kolkata,Banglore,20:00,13-06-2021 09:20,13h 20m,1 stop,No info,13044.0
Jet Airways,09-06-2019,Delhi,Cochin,09:40,10-06-2021 12:35,26h 55m,2 stops,In-flight meal not included,10368.0
Jet Airways,06-03-2019,Banglore,New Delhi,08:00,07-03-2021 08:15,24h 15m,1 stop,No info,17996.0
Jet Airways,21-03-2019,Delhi,Cochin,05:30,22-03-2021 18:50,37h 20m,2 stops,No info,12341.0
Air Asia,01-06-2019,Delhi,Cochin,07:55,13:25,5h 30m,1 stop,No info,9330.0
Multiple carriers,01-06-2019,Delhi,Cochin,08:45,19:15,10h 30m,1 stop,No info,10261.0
Jet Airways,06-06-2019,Kolkata,Banglore,17:00,07-06-2021 18:00,25h,1 stop,In-flight meal not included,10539.0
Jet Airways,06-06-2019,Kolkata,Banglore,17:00,07-06-2021 09:45,16h 45m,1 stop,In-flight meal not included,10539.0
Air India,09-03-2019,Delhi,Cochin,06:05,10-03-2021 09:25,27h 20m,1 stop,No info,10945.0
Jet Airways,15-03-2019,Mumbai,Hyderabad,02:55,04:25,1h 30m,non-stop,In-flight meal not included,2071.0
Jet Airways,27-06-2019,Delhi,Cochin,06:45,28-06-2021 12:35,29h 50m,2 stops,In-flight meal not included,10919.0
IndiGo,03-06-2019,Banglore,Delhi,01:30,04:15,2h 45m,non-stop,No info,3943.0
Vistara,09-05-2019,Kolkata,Banglore,17:00,10-05-2021 20:20,27h 20m,1 stop,No info,9555.0
Jet Airways,27-06-2019,Delhi,Cochin,20:00,28-06-2021 04:25,8h 25m,2 stops,No info,16263.0
Multiple carriers,09-05-2019,Delhi,Cochin,11:40,19:15,7h 35m,1 stop,No info,8266.0
IndiGo,09-06-2019,Kolkata,Banglore,17:35,22:15,4h 40m,1 stop,No info,5699.0
IndiGo,03-04-2019,Kolkata,Banglore,06:15,10:30,4h 15m,1 stop,No info,4226.0
Jet Airways,06-03-2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,No info,8040.0
Jet Airways,21-05-2019,Delhi,Cochin,07:05,12:35,5h 30m,1 stop,No info,16289.0
Air India,09-06-2019,Kolkata,Banglore,09:25,10-06-2021 01:20,15h 55m,2 stops,No info,11668.0
Jet Airways,21-05-2019,Kolkata,Banglore,21:10,22-05-2021 18:15,21h 5m,1 stop,In-flight meal not included,10844.0
Vistara,15-06-2019,Banglore,Delhi,09:45,12:35,2h 50m,non-stop,No info,4878.0
IndiGo,24-05-2019,Chennai,Kolkata,14:45,17:05,2h 20m,non-stop,No info,3858.0
Multiple carriers,15-05-2019,Delhi,Cochin,03:50,19:00,15h 10m,1 stop,No info,10197.0
IndiGo,01-06-2019,Delhi,Cochin,10:35,02-06-2021 01:30,14h 55m,1 stop,No info,6206.0
IndiGo,01-06-2019,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,No info,4804.0
Jet Airways,09-06-2019,Kolkata,Banglore,21:10,10-06-2021 22:35,25h 25m,1 stop,In-flight meal not included,10844.0
Jet Airways,15-03-2019,Banglore,New Delhi,07:00,16:10,9h 10m,1 stop,In-flight meal not included,9134.0
SpiceJet,03-05-2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No info,3597.0
Jet Airways,09-04-2019,Banglore,Delhi,08:20,11:20,3h,non-stop,No info,7229.0
SpiceJet,24-03-2019,Mumbai,Hyderabad,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2175.0
IndiGo,27-05-2019,Kolkata,Banglore,22:15,28-05-2021 00:50,2h 35m,non-stop,No info,4804.0
IndiGo,27-06-2019,Delhi,Cochin,10:35,28-06-2021 01:30,14h 55m,1 stop,No info,5684.0
Jet Airways,09-05-2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,No info,14781.0
Multiple carriers,21-05-2019,Delhi,Cochin,14:00,21:00,7h,1 stop,No info,14067.0
Jet Airways,06-05-2019,Kolkata,Banglore,06:30,19:50,13h 20m,1 stop,No info,14781.0
Air Asia,09-06-2019,Kolkata,Banglore,22:40,10-06-2021 10:40,12h,1 stop,No info,11323.0
Vistara,21-03-2019,Banglore,New Delhi,16:00,18:35,2h 35m,non-stop,No info,5613.0
Jet Airways,27-06-2019,Delhi,Cochin,23:05,28-06-2021 12:35,13h 30m,2 stops,In-flight meal not included,11150.0
IndiGo,21-04-2019,Delhi,Cochin,05:10,10:05,4h 55m,1 stop,No info,7074.0
IndiGo,06-06-2019,Kolkata,Banglore,11:30,14:05,2h 35m,non-stop,No info,5224.0
Jet Airways,06-06-2019,Delhi,Cochin,15:00,07-06-2021 19:00,28h,1 stop,In-flight meal not included,10262.0
Jet Airways,01-06-2019,Delhi,Cochin,05:30,02-06-2021 04:25,22h 55m,2 stops,No info,13014.0
Vistara,24-05-2019,Banglore,Delhi,19:30,22:15,2h 45m,non-stop,No info,5823.0
Air India,09-06-2019,Delhi,Cochin,17:15,10-06-2021 19:15,26h,2 stops,No info,12199.0
Jet Airways,27-06-2019,Delhi,Cochin,05:30,19:00,13h 30m,2 stops,No info,13292.0
Jet Airways,18-05-2019,Kolkata,Banglore,20:25,19-05-2021 22:05,25h 40m,1 stop,No info,14151.0
IndiGo,03-06-2019,Chennai,Kolkata,13:15,15:35,2h 20m,non-stop,No info,3597.0
Vistara,21-04-2019,Delhi,Cochin,14:40,17:50,3h 10m,non-stop,No info,6741.0
Multiple carriers,27-06-2019,Delhi,Cochin,10:00,19:00,9h,1 stop,No info,12192.0
Vistara,15-05-2019,Kolkata,Banglore,20:20,16-05-2021 20:20,24h,1 stop,No info,8610.0
Air India,01-05-2019,Kolkata,Banglore,05:50,02-05-2021 08:55,27h 5m,2 stops,No info,10991.0
Jet Airways,01-04-2019,Mumbai,Hyderabad,19:35,21:05,1h 30m,non-stop,No info,5678.0
Jet Airways,06-05-2019,Kolkata,Banglore,17:00,23:35,6h 35m,1 stop,In-flight meal not included,10703.0
IndiGo,18-05-2019,Kolkata,Banglore,15:30,18:05,2h 35m,non-stop,No info,4804.0
Jet Airways,01-05-2019,Kolkata,Banglore,06:30,19:50,13h 20m,1 stop,No info,14781.0
Jet Airways,09-05-2019,Delhi,Cochin,14:00,10-05-2021 12:35,22h 35m,1 stop,In-flight meal not included,12373.0
SpiceJet,27-06-2019,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,No info,3873.0
Air India,01-06-2019,Mumbai,Hyderabad,19:30,20:45,1h 15m,non-stop,No info,3100.0
IndiGo,21-05-2019,Delhi,Cochin,08:30,21:00,12h 30m,1 stop,No info,7318.0
Multiple carriers,09-03-2019,Delhi,Cochin,08:00,19:45,11h 45m,1 stop,No info,16287.0
Jet Airways,18-05-2019,Delhi,Cochin,05:30,19-05-2021 04:25,22h 55m,2 stops,No info,15129.0
Air India,18-05-2019,Delhi,Cochin,13:00,19:15,6h 15m,1 stop,No info,10191.0
Jet Airways,21-05-2019,Kolkata,Banglore,20:25,22-05-2021 19:10,22h 45m,1 stop,No info,13067.0
Jet Airways,27-04-2019,Banglore,Delhi,19:50,22:50,3h,non-stop,In-flight meal not included,4544.0
Jet Airways,15-06-2019,Banglore,Delhi,08:20,11:20,3h,non-stop,No info,8016.0
Jet Airways,03-06-2019,Delhi,Cochin,19:45,04-06-2021 12:35,16h 50m,1 stop,No info,14714.0
SpiceJet,03-06-2019,Mumbai,Hyderabad,13:15,14:45,1h 30m,non-stop,No info,2017.0
IndiGo,27-06-2019,Delhi,Cochin,09:15,28-06-2021 01:30,16h 15m,1 stop,No info,6628.0
Jet Airways,27-05-2019,Delhi,Cochin,08:00,19:00,11h,1 stop,No info,16289.0
Air India,21-05-2019,Delhi,Cochin,18:45,22-05-2021 19:15,24h 30m,2 stops,No info,12257.0
IndiGo,06-04-2019,Kolkata,Banglore,15:15,20:30,5h 15m,1 stop,No info,4268.0
IndiGo,27-03-2019,Delhi,Cochin,10:45,21:00,10h 15m,1 stop,No info,6838.0
Vistara,18-05-2019,Delhi,Cochin,06:00,09:10,3h 10m,non-stop,No info,6741.0
IndiGo,24-03-2019,Banglore,New Delhi,07:10,10:05,2h 55m,non-stop,No info,6144.0
Jet Airways,15-06-2019,Delhi,Cochin,14:35,16-06-2021 04:25,13h 50m,2 stops,In-flight meal not included,10919.0
Vistara,01-03-2019,Banglore,New Delhi,06:40,02-03-2021 10:25,27h 45m,1 stop,No info,12371.0
Vistara,18-05-2019,Kolkata,Banglore,07:10,20:20,13h 10m,1 stop,No info,9345.0
Jet Airways,09-06-2019,Delhi,Cochin,05:30,10-06-2021 04:25,22h 55m,2 stops,No info,13292.0
Air India,15-06-2019,Kolkata,Banglore,14:15,16:45,2h 30m,non-stop,No info,5510.0
Vistara,24-03-2019,Kolkata,Banglore,07:10,22:10,15h,1 stop,No info,12942.0
IndiGo,01-06-2019,Chennai,Kolkata,22:05,02-06-2021 00:25,2h 20m,non-stop,No info,5277.0
Multiple carriers,27-06-2019,Delhi,Cochin,10:00,28-06-2021 01:30,15h 30m,1 stop,No info,13377.0
Air India,06-05-2019,Mumbai,Hyderabad,06:20,07:40,1h 20m,non-stop,No info,3625.0
Air India,18-05-2019,Chennai,Kolkata,11:40,13:55,2h 15m,non-stop,No info,4667.0
IndiGo,03-05-2019,Banglore,Delhi,04:00,06:50,2h 50m,non-stop,No info,3943.0
Jet Airways,01-05-2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,No info,14781.0
Jet Airways,24-06-2019,Delhi,Cochin,10:00,25-06-2021 04:25,18h 25m,1 stop,In-flight meal not included,10262.0
SpiceJet,09-04-2019,Kolkata,Banglore,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0
Multiple carriers,15-05-2019,Delhi,Cochin,03:50,12:35,8h 45m,1 stop,No info,10197.0
Air India,12-05-2019,Kolkata,Banglore,16:45,13-05-2021 21:05,28h 20m,1 stop,No info,7662.0
Jet Airways,01-03-2019,Banglore,New Delhi,16:55,02-03-2021 09:00,16h 5m,1 stop,1 Long layover,25735.0
Multiple carriers,21-05-2019,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,No info,9103.0
Vistara,09-06-2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,11982.0
Jet Airways,15-05-2019,Kolkata,Banglore,18:55,16-05-2021 04:40,9h 45m,1 stop,In-flight meal not included,9663.0
Jet Airways,15-03-2019,Banglore,New Delhi,05:45,10:25,4h 40m,1 stop,In-flight meal not included,9134.0
Multiple carriers,27-05-2019,Delhi,Cochin,10:20,21:00,10h 40m,1 stop,No info,7005.0
Jet Airways,27-03-2019,Delhi,Cochin,16:00,28-03-2021 04:25,12h 25m,1 stop,In-flight meal not included,6540.0
IndiGo,18-05-2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823.0
Air India,27-05-2019,Delhi,Cochin,14:10,17:10,3h,non-stop,No info,6934.0
Air India,09-04-2019,Banglore,Delhi,05:45,08:45,3h,non-stop,No info,4441.0
Jet Airways,12-06-2019,Delhi,Cochin,11:40,19:00,7h 20m,2 stops,No info,18804.0
IndiGo,15-03-2019,Delhi,Cochin,05:35,08:50,3h 15m,non-stop,No info,5406.0
Jet Airways,06-03-2019,Banglore,New Delhi,14:05,07-03-2021 11:25,21h 20m,1 stop,In-flight meal not included,13712.0
Air India,15-05-2019,Kolkata,Banglore,09:50,23:15,13h 25m,2 stops,No info,14960.0
Jet Airways,01-05-2019,Kolkata,Banglore,18:55,02-05-2021 12:00,17h 5m,1 stop,In-flight meal not included,9663.0
IndiGo,15-05-2019,Delhi,Cochin,09:15,21:00,11h 45m,1 stop,No info,7503.0
IndiGo,15-03-2019,Kolkata,Banglore,15:20,17:55,2h 35m,non-stop,No info,4148.0
Multiple carriers,03-03-2019,Delhi,Cochin,08:55,18:50,9h 55m,1 stop,No info,15411.0
Air India,12-03-2019,Banglore,New Delhi,11:50,19:50,8h,1 stop,No info,11707.0
Air India,09-03-2019,Banglore,New Delhi,17:00,13-03-2021 16:40,23h 40m,1 stop,No info,9292.0
IndiGo,21-03-2019,Mumbai,Hyderabad,06:20,07:45,1h 25m,non-stop,No info,4049.0
Jet Airways,09-06-2019,Delhi,Cochin,09:00,19:00,10h,1 stop,In-flight meal not included,10262.0
Air India,09-06-2019,Kolkata,Banglore,05:50,20:25,14h 35m,2 stops,No info,11201.0
Jet Airways,27-03-2019,Delhi,Cochin,19:10,29-03-2021 04:25,33h 15m,2 stops,No info,10929.0
Multiple carriers,18-05-2019,Delhi,Cochin,19:00,19-05-2021 01:30,6h 30m,1 stop,No info,7670.0
GoAir,27-03-2019,Delhi,Cochin,07:00,12:50,5h 50m,1 stop,No info,5281.0
Air Asia,03-05-2019,Kolkata,Banglore,10:20,12:55,2h 35m,non-stop,No info,4409.0
Jet Airways,27-05-2019,Delhi,Cochin,13:25,28-05-2021 04:25,15h,2 stops,No info,16704.0
Air India,24-05-2019,Kolkata,Banglore,09:25,25-05-2021 11:10,25h 45m,1 stop,No info,8891.0
Jet Airways,06-06-2019,Kolkata,Banglore,18:55,07-06-2021 10:05,15h 10m,1 stop,No info,14571.0
Vistara,21-04-2019,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,No info,5403.0
Jet Airways,12-05-2019,Kolkata,Banglore,09:35,19:10,9h 35m,1 stop,No info,14151.0
